  -7.7000000e+01   3.1500000e+02   1.2700000e+02
  -7.8000000e+01   3.1500000e+02   4.6000000e+01
  -7.9000000e+01   3.1500000e+02   1.5000000e+01
  -8.0000000e+01   3.1500000e+02   2.0000000e+01
  -8.1000000e+01   3.1500000e+02   1.2700000e+02
  -8.2000000e+01   3.1500000e+02   1.2700000e+02
  -8.3000000e+01   3.1500000e+02   6.2000000e+01
  -8.4000000e+01   3.1500000e+02   3.1000000e+01
  -8.5000000e+01   3.1500000e+02   1.2000000e+02
  -8.6000000e+01   3.1500000e+02   1.2300000e+02
  -8.7000000e+01   3.1500000e+02   1.1200000e+02
  -8.8000000e+01   3.1500000e+02   4.2000000e+01
  -8.9000000e+01   3.1500000e+02   1.3000000e+01
  -8.8000000e+01   1.3500000e+02   1.5000000e+01
  -8.7000000e+01   1.3500000e+02   6.0000000e+00
  -8.6000000e+01   1.3500000e+02   1.1000000e+01
  -8.5000000e+01   1.3500000e+02   6.0000000e+00
  -8.4000000e+01   1.3500000e+02   8.0000000e+00
  -8.3000000e+01   1.3500000e+02   2.2000000e+01
  -8.2000000e+01   1.3500000e+02   1.7000000e+01
  -8.1000000e+01   1.3500000e+02   3.6000000e+01
  -8.0000000e+01   1.3500000e+02   3.3000000e+01
  -7.9000000e+01   1.3500000e+02   4.4000000e+01
  -7.8000000e+01   1.3500000e+02   2.7000000e+01
  -7.7000000e+01   1.3500000e+02   2.2000000e+01
  -7.6000000e+01   1.3500000e+02   1.3000000e+01
  -7.5000000e+01   1.3500000e+02   1.0000000e+01
  -7.4000000e+01   1.3500000e+02   7.0000000e+00
  -7.3000000e+01   1.3500000e+02   8.0000000e+00
  -7.2000000e+01   1.3500000e+02   8.0000000e+00
  -7.1000000e+01   1.3500000e+02   7.0000000e+00
  -7.0000000e+01   1.3500000e+02   2.2000000e+01
  -6.9000000e+01   1.3500000e+02   2.0000000e+01
  -6.8000000e+01   1.3500000e+02   2.1000000e+01
  -6.7000000e+01   1.3500000e+02   1.9000000e+01
  -6.6000000e+01   1.3500000e+02   7.8000000e+01
